5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,0,4,1,2,0,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,0,0,0,0,3,1,2,0,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,0,1,1,1,3,3,2,0,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,0,1,1,1,1,3,2,0,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5

